emp_no,first_name,last_name,title,from_date,to_date
251318,Pragnesh,Fendler,Engineer,1985-11-21,1994-11-21
251321,Licheng,Felcyn,Engineer,1985-06-14,1990-06-14
251478,Kamakshi,Maquelin,Engineer,1985-04-11,1993-04-11
251514,Shooichi,Carrere,Engineer,1985-07-13,1993-07-13
251536,Valery,Crooks,Staff,1985-09-11,1992-09-11
251565,Gill,Vuskovic,Staff,1985-11-06,1992-11-06
251618,Piyawadee,Chachaty,Technique Leader,1985-04-28,9999-01-01
251706,Cullen,Swab,Engineer,1985-10-09,1990-10-09
251767,Pranjal,Borovoy,Engineer,1985-12-04,1994-12-04
251839,Nahum,Munoz,Technique Leader,1985-04-17,9999-01-01
251921,Fusako,Mellouli,Engineer,1985-10-12,1993-10-12
251962,Akhilish,Keustermans,Engineer,1985-09-26,1990-09-26
252021,Hatim,Lammel,Engineer,1985-12-16,1993-12-16
252023,Kwangsub,Pleszkun,Staff,1985-04-04,1994-04-04
252062,Shigeo,Wolniewicz,Staff,1985-07-31,1994-07-31
252223,Jacopo,Ebeling,Technique Leader,1985-07-10,1985-09-01
252317,Murthy,Erie,Staff,1985-09-18,1993-09-18
252378,Owen,Alvarado,Staff,1985-11-07,1991-11-07
252426,Poornachandra,Rijckaert,Engineer,1985-07-09,1990-07-09
252461,Sanjai,Ramsey,Staff,1985-04-16,1993-04-16
252476,Youssef,Deverell,Engineer,1985-03-28,1994-03-28
252482,Zito,Billingsley,Technique Leader,1985-09-10,9999-01-01
252514,Tsutomu,Kemmerer,Staff,1985-02-19,1992-02-20
252534,Kenroku,Magalhaes,Engineer,1985-06-27,1990-07-11
252545,Itzchak,Zolotykh,Technique Leader,1985-05-14,9999-01-01
252653,Sreenivas,Maraist,Engineer,1985-08-30,1994-08-30
252678,Naraig,Schlegelmilch,Staff,1985-09-14,1992-01-22
252680,Martina,Sewelson,Assistant Engineer,1985-04-04,1991-04-04
252696,Mart,Luft,Engineer,1985-04-03,1990-04-03
252865,Sham,Zlotek,Senior Staff,1985-11-07,9999-01-01
252881,Marc,Wilharm,Engineer,1985-08-09,1994-08-09
253037,Zijian,Bharadwaj,Engineer,1985-09-04,1993-09-04
253042,Mariangiola,Matzke,Staff,1985-03-28,1993-03-28
253047,Hausi,Manders,Assistant Engineer,1985-02-17,1993-02-17
253184,Mokhtar,Riexinger,Staff,1985-03-24,1991-03-24
253190,Rosli,Kuszyk,Engineer,1985-09-21,1993-09-21
253217,Subhash,Honiden,Staff,1985-03-24,1994-03-24
253234,Utz,Fioravanti,Engineer,1985-10-05,1994-10-05
253260,Isaac,Capobianchi,Senior Staff,1985-02-24,9999-01-01
253266,Perry,Luft,Staff,1985-09-22,1992-09-22
253396,Sverrir,Ecklund,Staff,1985-09-23,1988-11-29
253410,Teruyuki,Polupanov,Engineer,1985-04-08,1993-04-08
253457,Terresa,Stasinski,Engineer,1985-10-16,1991-10-16
253472,Gianluca,Kusakabe,Staff,1985-06-26,1994-06-26
253492,Serge,Carrere,Engineer,1985-05-28,1992-05-28
253516,Taizo,Poujol,Engineer,1985-11-08,1991-11-08
253562,Slavian,Sethi,Engineer,1985-09-25,1990-09-25
253704,Sven,Belinskaya,Staff,1985-08-20,1994-08-20
253758,Jouni,Calkin,Engineer,1985-04-19,1993-04-19
253805,Malu,Fargier,Engineer,1985-02-10,1993-02-10
253823,Gaurav,Casley,Senior Engineer,1985-10-24,9999-01-01
253832,Jixiang,Foong,Technique Leader,1985-04-24,9999-01-01
253928,Abdulla,Oberman,Engineer,1985-03-03,1993-03-03
253930,KayLiang,Moffat,Engineer,1985-04-14,1991-04-14
254013,Luise,Luff,Staff,1985-09-28,1990-09-28
254051,Oscar,Plumb,Engineer,1985-04-04,1990-04-04
254064,Yishai,Baik,Senior Staff,1985-07-26,1999-01-12
254075,Kazuyasu,Soicher,Senior Staff,1985-06-17,9999-01-01
254077,Atilio,Uludag,Staff,1985-06-28,1990-06-28
254079,Iara,Iacovou,Engineer,1985-10-20,1994-10-20
254378,Zdislav,Ertl,Technique Leader,1985-10-02,1988-03-17
254418,Huican,Luan,Senior Staff,1985-10-14,9999-01-01
254534,Jolita,Dulli,Engineer,1985-07-11,1991-02-26
254552,Geoffry,Doering,Engineer,1985-09-14,1990-09-14
254593,Goa,Morrin,Staff,1985-12-24,1992-12-24
254598,Divier,Joslin,Staff,1985-07-23,1993-07-23
254614,Marjo,Plesums,Staff,1985-09-30,1991-09-30
254628,Gor,Chiola,Staff,1985-06-05,1993-06-05
254699,Zsolt,Zumaque,Engineer,1985-09-06,1992-09-06
254743,Divier,Hagimont,Engineer,1985-07-31,1986-01-28
254788,Jouko,Merlo,Staff,1985-04-19,1994-04-19
254868,Mohammad,Bakhtari,Engineer,1985-11-19,1991-11-19
254869,Shaz,Thummel,Staff,1985-07-16,1989-10-15
254925,Sukumar,Kobara,Staff,1985-04-11,1990-04-11
254965,Ramya,England,Engineer,1985-02-07,1991-02-07
254985,Maha,Casperson,Engineer,1985-06-24,1994-06-24
255021,Ashish,Crouzet,Staff,1985-05-06,1993-05-06
255063,Howell,Edelhoff,Engineer,1985-12-01,1988-02-15
255087,Gererd,Milicic,Staff,1985-11-15,1992-11-15
255143,Jessie,Bierman,Staff,1985-07-23,1994-07-23
255177,Valeri,Baca,Senior Engineer,1985-10-13,9999-01-01
255220,Kwangsub,Renear,Staff,1985-03-16,1990-03-16
255225,Jiang,Irland,Staff,1985-03-27,1994-03-27
255360,Jackson,Klyachko,Engineer,1985-08-04,1991-06-02
255433,Keiichiro,Bennet,Engineer,1985-10-06,1990-10-06
255534,Kauko,Ananiadou,Staff,1985-08-08,1990-08-08
255649,Leah,Ligten,Engineer,1985-04-02,1991-04-02
255773,Ingemar,Emden,Staff,1985-11-30,1992-11-30
255815,Arlette,Jahnichen,Staff,1985-12-15,1986-01-02
255902,Elvia,Businaro,Engineer,1985-12-16,1991-12-16
255961,Harngdar,Kopetz,Staff,1985-03-30,1990-03-30
256121,Katsuyuki,Pollacia,Staff,1985-06-25,1991-06-25
256163,Lakshmi,Mamelak,Staff,1985-04-24,1994-04-24
256167,Mahendra,Kenevan,Engineer,1985-12-14,1993-12-14
256293,Xiaoshan,Menhoudj,Staff,1985-08-02,1994-08-02
256342,Barton,Picaronny,Staff,1985-05-23,1991-05-23
256344,Adly,Garigliano,Staff,1985-07-07,1987-06-04
256403,Tua,Mattern,Senior Engineer,1985-09-06,9999-01-01
256407,Boaz,Mawatari,Senior Staff,1985-06-17,9999-01-01
256408,Ortrud,Pollacia,Technique Leader,1985-07-22,9999-01-01
256440,Jenwei,Merey,Senior Engineer,1985-08-10,9999-01-01
256510,Toshimori,Fendler,Engineer,1985-11-14,1990-11-14
256648,Muzhong,Binkley,Senior Staff,1985-03-29,9999-01-01
256689,Olivera,Braccini,Engineer,1985-02-23,1990-12-21
256740,Marsal,Vanwelkenhuysen,Engineer,1985-05-02,1991-05-02
256828,Wilmer,Ramaiah,Senior Staff,1985-09-01,9999-01-01
256862,Moheb,Juneja,Staff,1985-06-24,1994-06-24
256863,Jahangir,Leonhardt,Engineer,1985-09-12,1994-09-11
256914,Claudi,Goldhammer,Staff,1985-09-05,1991-06-11
257009,Jasminko,Zschoche,Engineer,1985-11-08,1992-11-08
257086,Xiaocheng,Ghalwash,Engineer,1985-03-23,1992-03-23
257269,Rimon,Collette,Staff,1985-07-05,1990-07-05
257301,Zhenhua,Kampfer,Senior Staff,1985-05-04,9999-01-01
257340,Gina,Feldmann,Engineer,1985-04-15,1992-04-15
257357,Lidong,Gomatam,Senior Engineer,1985-05-07,9999-01-01
257360,Honglan,Otillio,Staff,1985-12-09,1993-12-09
257395,Yishay,Navazio,Staff,1985-06-26,1991-06-26
257428,Owen,Riexinger,Staff,1985-06-07,1992-06-07
257441,Munehiko,Maccarone,Assistant Engineer,1985-10-07,1992-10-07
257485,JoAnne,Schade,Staff,1985-08-16,1990-08-16
257578,Ramachenga,Mersereau,Senior Engineer,1985-11-22,9999-01-01
257597,Munir,Lueh,Staff,1985-11-18,1988-03-01
257659,Danae,Kadhim,Staff,1985-12-25,1993-12-25
257685,Siamak,Szilard,Engineer,1985-03-15,1992-03-15
257793,Mitsuyuki,Kalafatis,Assistant Engineer,1985-05-20,1993-05-20
257817,Sanjay,Kaminger,Senior Engineer,1985-10-05,9999-01-01
257828,Kristin,Iisaka,Senior Staff,1985-03-23,9999-01-01
257860,Shahar,Gill,Engineer,1985-07-28,1994-07-28
257957,Ugo,Pramanik,Engineer,1985-06-15,1992-06-15
257992,Kazuhito,Besancenot,Staff,1985-05-10,1991-05-10
258009,Renee,Flanders,Senior Engineer,1985-05-17,9999-01-01
258010,Boaz,Birch,Engineer,1985-02-18,1993-02-18
258153,Billie,Guting,Engineer,1985-04-21,1991-04-21
258159,Ute,Wynblatt,Engineer,1985-09-23,1990-09-23
258196,Adit,Lorys,Senior Staff,1985-08-10,9999-01-01
258216,Alper,Candan,Engineer,1985-02-03,1990-02-03
258307,IEEE,Fortenbacher,Senior Engineer,1985-07-14,1997-06-08
258397,Diederik,Khasidashvili,Staff,1985-06-19,1992-06-19
258399,Kendra,Journel,Engineer,1985-07-11,1991-07-11
258609,Adit,Birge,Engineer,1985-09-27,1993-09-27
258657,Denis,Choobineh,Engineer,1985-12-06,1991-12-06
258660,King,Zastre,Engineer,1985-09-11,1993-09-11
258669,Zissis,Ghazalie,Assistant Engineer,1985-10-02,1993-10-02
258805,Masaru,Gulak,Engineer,1985-09-25,1992-09-25
258831,Adil,Perin,Staff,1985-06-02,1991-06-02
258838,Zhensheng,Stanger,Staff,1985-12-03,1993-12-03
258861,Sigeru,Aamodt,Assistant Engineer,1985-03-02,1990-03-02
258901,King,Keirsey,Engineer,1985-05-15,1993-05-15
258938,Tse,Bugaenko,Engineer,1985-07-12,1991-07-12
258969,Jungsoon,Brandsma,Senior Engineer,1985-04-09,9999-01-01
259002,Karlis,Cummings,Staff,1985-11-29,1993-11-29
259021,Maris,Redmiles,Staff,1985-03-25,1990-03-25
259029,Kensyu,Senzako,Assistant Engineer,1985-04-25,1988-09-15
259104,Masali,Ponthieu,Staff,1985-05-18,1993-05-18
259140,Anyuan,Samarati,Staff,1985-12-09,1993-12-09
259150,Kiyomitsu,Majewski,Staff,1985-09-08,1990-09-08
259382,Gurbir,Ushiama,Engineer,1985-05-20,1993-05-20
259391,Gadiel,Fiebach,Senior Engineer,1985-10-13,9999-01-01
259405,Yurij,Brookner,Engineer,1985-08-11,1990-08-11
259506,Geraldo,Scharstein,Staff,1985-03-06,1993-03-06
259562,Xiaoshan,Pesch,Engineer,1985-09-17,1988-03-25
259609,Kristian,Prochazka,Staff,1985-03-30,1990-03-30
259771,Youssef,Chaudhuri,Technique Leader,1985-06-19,9999-01-01
259787,Yonghong,Giveon,Assistant Engineer,1985-12-02,1993-12-02
259793,Yefim,Birke,Staff,1985-03-07,1991-03-07
259849,Odoardo,Prampolini,Staff,1985-07-15,1990-07-15
259863,Jovan,Siegrist,Staff,1985-12-24,1994-12-24
259929,Randy,Bahr,Technique Leader,1985-04-12,2001-09-30
259956,Leszek,Angel,Staff,1985-06-03,1992-05-02
259989,Magdalena,Nitsche,Engineer,1985-09-11,1991-09-11
260000,Sudhanshu,Kalefeld,Engineer,1985-05-31,1992-05-31
260066,Xinan,Guenter,Senior Staff,1985-07-19,1996-08-14
260169,Lokesh,Codenie,Technique Leader,1985-11-19,9999-01-01
260281,Hidefumi,Lodder,Staff,1985-04-30,1993-04-30
260331,Niteen,Matteis,Staff,1985-02-05,1994-02-05
260373,Anestis,Ruther,Engineer,1985-07-04,1990-07-04
260393,Jongsuk,Matheson,Engineer,1985-05-17,1993-05-17
260415,Lobel,Broder,Engineer,1985-06-30,1991-06-30
260427,Munehiro,Jervis,Assistant Engineer,1985-10-20,1992-10-20
260502,Danco,Jeong,Senior Staff,1985-05-20,9999-01-01
260516,Hidekazu,Byoun,Engineer,1985-08-31,1994-08-31
260543,Hatsukazu,Decleir,Senior Staff,1985-12-04,1993-12-11
260557,Vugranam,Mayerwieser,Engineer,1985-04-14,1987-11-02
260581,Gritta,Maliniak,Staff,1985-11-21,1992-11-21
260603,Spyrose,Falster,Staff,1985-12-12,1992-12-12
260653,Emdad,Mandell,Assistant Engineer,1985-05-21,1987-03-21
260669,Nitsan,Sinicrope,Engineer,1985-05-10,1991-05-10
260727,Nalini,Billawala,Staff,1985-02-23,1990-02-23
260766,Gil,Bouloucos,Engineer,1985-10-26,1993-10-26
260822,Uta,Simmen,Engineer,1985-06-21,1994-06-21
260915,Leen,Greenaway,Engineer,1985-11-20,1993-11-20
260922,Irena,Bugrara,Engineer,1985-05-11,1991-05-11
261102,Chaoyi,Speckmann,Staff,1985-12-05,1992-12-05
261149,Wayne,Riesenhuber,Senior Staff,1985-09-16,9999-01-01
261219,Snehasis,Sevcikova,Engineer,1985-10-14,1992-04-18
261271,Dipayan,Murillo,Engineer,1985-06-06,1991-06-06
261330,Takahira,DiGiano,Engineer,1985-08-26,1994-08-26
261362,Zdislav,Emiris,Staff,1985-06-12,1991-06-12
261446,Erzsebet,Ligten,Staff,1985-03-06,1993-03-06
261468,Radoslaw,Covnot,Engineer,1985-02-04,1991-02-04
261517,Caolyn,Orsini,Staff,1985-05-07,1994-05-07
261599,Jouko,Genin,Senior Engineer,1985-10-08,9999-01-01
261607,Billur,Gunderson,Engineer,1985-04-16,1991-04-16
261633,Zhiguo,Hertweck,Senior Engineer,1985-09-21,9999-01-01
261750,Anyuan,Codenie,Senior Engineer,1985-09-13,9999-01-01
261786,Pantung,Fontet,Staff,1985-07-24,1994-07-24
261803,Hugh,Kowalchuk,Senior Engineer,1985-05-10,9999-01-01
261811,Kensei,Middleton,Senior Staff,1985-06-26,9999-01-01
261832,Minghong,Klerer,Engineer,1985-12-25,1991-01-10
261852,Vesna,Orsini,Staff,1985-04-24,1992-04-24
261883,Froduald,Versino,Senior Engineer,1985-03-17,9999-01-01
261912,Pranjal,Ghalwash,Staff,1985-05-20,1991-05-20
261931,Tianruo,Delaune,Senior Engineer,1985-07-02,1998-08-05
262003,Xuejia,Werthner,Staff,1985-12-05,1993-12-05
262047,Aksel,Thibadeau,Engineer,1985-05-07,1994-05-07
262051,Martien,Cummings,Senior Engineer,1985-05-28,9999-01-01
262053,Hailing,Colorni,Engineer,1985-10-29,1994-10-29
262141,Bartek,Kilgour,Engineer,1985-06-07,1991-06-07
262168,Youjian,Pews,Staff,1985-11-27,1994-11-27
262184,Trygve,Farrel,Engineer,1985-06-29,1993-06-29
262243,Qunsheng,Buchter,Staff,1985-07-28,1990-07-28
262397,Marin,Kobara,Engineer,1985-07-29,1992-07-29
262478,Otilia,Pargas,Staff,1985-10-06,1991-10-06
262486,Pranas,Farrow,Engineer,1985-04-26,1990-04-26
262506,Masamitsu,Fordan,Senior Staff,1985-10-24,9999-01-01
262677,Eishiro,Zumaque,Staff,1985-03-02,1992-03-02
262733,Mitsuyuki,Schahn,Senior Staff,1985-12-14,1989-11-28
262807,Christfried,Gyorkos,Staff,1985-05-04,1990-05-04
262856,Yinghua,Jarecki,Engineer,1985-06-09,1992-06-09
263001,Gennady,Versino,Senior Engineer,1985-09-11,9999-01-01
263057,Shigenori,Yeung,Staff,1985-07-18,1990-07-18
263062,Berto,Piancastelli,Engineer,1985-08-14,1994-08-14
263141,Niclas,Stavenow,Staff,1985-10-31,1994-10-31
263142,Masaki,Linares,Staff,1985-02-24,1993-02-24
263182,Yongmin,Garnham,Engineer,1985-11-16,1992-11-16
263209,Howell,Schieder,Senior Engineer,1985-02-08,9999-01-01
263462,Theron,Jarecki,Senior Staff,1985-05-02,9999-01-01
263467,Sverrir,Nilsson,Staff,1985-04-17,1993-04-17
263500,Sachio,Gyorkos,Staff,1985-12-09,1994-12-09
263516,Youssef,Berendt,Engineer,1985-09-04,1991-09-04
263525,Reinhard,Baek,Staff,1985-02-19,1994-02-19
263528,Jaques,Matzat,Engineer,1985-10-15,1992-10-15
263583,Fun,Speel,Engineer,1985-12-20,1992-12-20
263655,Florina,Stifter,Senior Staff,1985-03-29,9999-01-01
263777,Janche,Oppitz,Senior Staff,1985-11-09,9999-01-01
263793,Shay,Mikschl,Engineer,1985-03-03,1991-04-09
263804,Takanari,Ellozy,Engineer,1985-11-01,1993-11-01
263887,Pranas,Chinen,Engineer,1985-10-19,1992-10-19
263901,Jaques,Peral,Staff,1985-09-22,1993-01-03
264057,Pranav,Cmelik,Engineer,1985-04-02,1994-04-02
264083,Vojin,Acton,Staff,1985-02-17,1994-02-17
264087,Shridhar,Simkin,Engineer,1985-05-27,1994-05-27
264097,Xiaopeng,Suermann,Engineer,1985-11-29,1989-11-02
264151,Heather,Worfolk,Staff,1985-10-11,1992-10-11
264242,Odoardo,Covnot,Staff,1985-07-21,1993-07-21
264311,Christoper,Muniz,Assistant Engineer,1985-04-27,1992-04-27
264361,Ferdinand,Kambil,Senior Engineer,1985-06-20,9999-01-01
264415,Uzi,Furudate,Assistant Engineer,1985-11-07,1991-11-07
264446,Katsuo,Kroha,Assistant Engineer,1985-04-06,1992-04-06
264456,Muzhong,Rando,Staff,1985-06-23,1990-06-23
264633,Aral,Lichtman,Engineer,1985-11-28,1992-11-28
264745,Filipp,Syrzycki,Staff,1985-11-21,1993-11-21
264851,Sadok,Muntz,Engineer,1985-07-21,1994-07-21
264935,Kristinn,Rissland,Senior Staff,1985-04-04,9999-01-01
264948,Fay,Litzkow,Engineer,1985-07-31,1992-07-31
264951,Jagoda,Brobst,Staff,1985-08-07,1994-08-07
264955,Souichi,Muniz,Staff,1985-08-16,1992-08-16
264968,Collette,Farrel,Engineer,1985-10-29,1991-10-29
264994,Gou,Brender,Staff,1985-08-05,1990-08-05
265108,Arto,Stiles,Assistant Engineer,1985-07-12,1991-07-12
265399,Shahab,Raney,Engineer,1985-02-04,1990-02-04
265469,Taisook,Brandsma,Senior Staff,1985-06-10,9999-01-01
265492,Mechthild,Baba,Technique Leader,1985-03-02,1996-11-15
265503,Djelloul,Picci,Engineer,1985-06-27,1991-06-27
265742,Rosella,Makrucki,Staff,1985-11-28,1993-11-28
265813,Elliott,Businaro,Staff,1985-08-31,1994-08-31
265829,Demos,Menhoudj,Staff,1985-05-15,1993-05-15
265855,Mandell,Simmel,Engineer,1985-06-28,1992-06-28
265937,Shuji,Chinen,Engineer,1985-07-19,1994-07-19
265990,Claudi,Brattka,Engineer,1985-12-24,1994-12-24
266054,Younwoo,Ratnakar,Senior Engineer,1985-07-16,9999-01-01
266075,Makato,Lovengreen,Engineer,1985-10-12,1990-10-12
266100,Maria,Ritcey,Staff,1985-03-13,1990-03-13
266170,Sungwon,Stellhorn,Senior Staff,1985-07-14,9999-01-01
266233,Larisa,Honiden,Engineer,1985-03-03,1986-06-04
266239,Henk,Schaar,Staff,1985-07-12,1990-10-23
266243,Lech,Borovoy,Staff,1985-07-04,1992-07-04
266542,Shim,Bail,Staff,1985-05-29,1992-05-29
266599,Rosine,Barreiro,Engineer,1985-07-06,1992-07-06
266715,Basil,Birnbaum,Senior Engineer,1985-11-14,9999-01-01
266774,Weiwu,Vingron,Engineer,1985-04-26,1994-04-26
266821,Akeno,Cooke,Senior Staff,1985-04-06,9999-01-01
266885,Shawna,Bojadziev,Staff,1985-11-04,1994-11-04
266957,Susumu,Marciano,Engineer,1985-02-04,1994-02-04
266974,Rafael,Bellone,Engineer,1985-02-12,1991-02-12
267046,Saeed,Kushner,Engineer,1985-11-01,1994-11-01
267259,Takahito,Skafidas,Staff,1985-11-23,1993-11-23
267282,Guttorm,Szmurlo,Technique Leader,1985-05-10,9999-01-01
267328,Marsja,Luders,Staff,1985-03-16,1992-03-16
267376,Randi,Peck,Engineer,1985-10-07,1994-10-07
267386,DAIDA,Sichman,Senior Engineer,1985-09-01,9999-01-01
267411,Gio,Aloia,Technique Leader,1985-04-04,9999-01-01
267451,Uta,Murthy,Staff,1985-08-07,1989-08-28
267480,Xiaoqiu,Koshiba,Engineer,1985-12-01,1990-12-01
267512,Arnould,Collette,Engineer,1985-04-20,1990-04-20
267544,Ingmar,Honglei,Engineer,1985-03-08,1990-03-08
267575,Lalit,Falster,Engineer,1985-09-30,1990-09-30
267688,Woody,Poujol,Staff,1985-09-09,1993-09-09
267761,Sham,Berstel,Engineer,1985-10-07,1994-10-07
267945,Along,Remmele,Engineer,1985-02-08,1994-02-08
267971,Gad,Rodiger,Staff,1985-09-28,1992-09-28
268009,Yolla,Quadeer,Engineer,1985-12-07,1991-12-07
268055,Shahid,Kornyak,Staff,1985-05-18,1990-05-18
268075,Jongsuk,Harllee,Staff,1985-06-08,1992-06-08
268309,Mrinalini,Hockney,Technique Leader,1985-03-04,1987-02-13
268393,Ung,Garigliano,Staff,1985-05-15,1990-05-15
268398,Mircea,Zastre,Staff,1985-09-26,1990-09-26
268494,Ramachenga,Azadmanesh,Staff,1985-06-19,1994-06-19
268580,Lucien,Matzov,Engineer,1985-09-18,1991-09-18
268624,Fay,Erev,Assistant Engineer,1985-09-29,1991-09-29
268661,Mohammad,Zaccaria,Staff,1985-05-06,1994-05-06
268665,Hyuckchul,Panwar,Senior Engineer,1985-08-22,9999-01-01
268717,Zejun,Pettis,Engineer,1985-12-10,1991-12-10
268742,Gianluca,Halloran,Engineer,1985-10-16,1994-10-16
268838,Mabry,Jumpertz,Engineer,1985-09-17,1994-09-17
268880,Mary,Strooper,Staff,1985-04-14,1992-04-14
268887,Krister,Calkin,Engineer,1985-11-16,1992-11-16
268902,Arup,Krohm,Senior Staff,1985-02-03,2000-11-21
268914,Barry,Alpin,Senior Engineer,1985-03-20,1987-04-07
268925,Udo,Boissier,Senior Staff,1985-10-07,1989-05-29
268968,Van,Wilharm,Engineer,1985-06-26,1992-06-26
269012,Ronghao,Puoti,Engineer,1985-02-11,1992-02-12
269081,Tiina,Besancenot,Engineer,1985-12-18,1992-12-18
269109,Karlis,Goldhammer,Staff,1985-07-01,1992-07-01
269121,Odysseas,Gammage,Staff,1985-07-20,1990-04-29
269159,Saniya,Leslie,Staff,1985-06-15,1991-10-12
269188,Pramod,Szilard,Assistant Engineer,1985-07-10,1991-07-10
269205,Fumitake,Junet,Staff,1985-09-27,1991-09-27
269270,Manohar,Melton,Staff,1985-04-16,1991-04-16
269316,Bartek,Luby,Engineer,1985-07-09,1992-07-09
269331,Subhash,Itzigehl,Engineer,1985-06-26,1994-06-26
269399,Danny,Iacovou,Assistant Engineer,1985-03-26,1993-03-26
269562,Shim,Henders,Technique Leader,1985-04-14,1998-06-27
269581,Tonny,Hasenauer,Staff,1985-12-03,1990-12-03
269625,Martien,Fairtlough,Engineer,1985-05-08,1994-05-08
269627,Howell,Rullman,Technique Leader,1985-03-30,9999-01-01
269665,Koichi,Demir,Engineer,1985-02-23,1991-02-23
269672,Xiaoheng,Masaki,Engineer,1985-12-25,1991-12-25
269705,Kensyu,Soloway,Staff,1985-04-08,1993-04-08
269706,Berni,Wissmann,Staff,1985-11-13,1994-11-13
269775,Kellie,Katzenelson,Engineer,1985-07-23,1990-07-23
269911,Yakichi,Lienhardt,Staff,1985-04-09,1994-04-09
269943,Arve,Couchot,Engineer,1985-11-21,1992-11-21
270008,Tetsushi,England,Senior Engineer,1985-09-26,9999-01-01
270026,Moss,Ghalwash,Staff,1985-05-30,1994-05-30
270044,Maren,Falck,Engineer,1985-05-18,1992-05-18
270106,Jeane,Vanwelkenhuysen,Senior Engineer,1985-11-18,1988-03-28
270120,Oguz,Gluchowski,Engineer,1985-06-27,1994-06-27
270154,Perry,Lortz,Engineer,1985-08-09,1990-08-09
270216,Spyrose,Underwood,Engineer,1985-03-08,1990-03-08
270290,Younwoo,Asser,Staff,1985-11-23,1987-03-30
270303,Shaibal,Biros,Senior Engineer,1985-05-26,9999-01-01
270438,King,Whitcomb,Staff,1985-06-10,1991-06-10
270486,Randy,Schwabacher,Staff,1985-09-05,1994-09-05
270527,Hinrich,Strandh,Staff,1985-05-31,1990-05-31
270585,Anneke,Glinert,Engineer,1985-06-24,1991-06-24
270658,Ewing,Beidas,Senior Engineer,1985-02-23,1994-01-16
270702,Hailing,Birrer,Senior Staff,1985-11-07,9999-01-01
270704,Rosella,Leivant,Engineer,1985-10-16,1992-10-16
270737,Xinyu,Marsiglia,Engineer,1985-08-27,1990-08-27
270970,Jaroslava,Picaronny,Engineer,1985-04-22,1992-04-22
271013,Ipke,Bage,Engineer,1985-06-29,1993-06-29
271063,Ramzi,Morrow,Engineer,1985-10-27,1994-10-27
271232,Ingmar,Demian,Senior Engineer,1985-06-05,9999-01-01
271234,Naftali,Gluchowski,Senior Staff,1985-12-21,9999-01-01
271300,Gilbert,Curless,Staff,1985-05-10,1992-05-10
271307,Shaowei,Pietrzykowski,Staff,1985-10-16,1993-10-16
271495,Lena,Falco,Engineer,1985-04-25,1992-04-25
271551,Golgen,Hiraishi,Engineer,1985-05-14,1991-09-25
271605,Demin,Yemenis,Technique Leader,1985-04-09,9999-01-01
271644,Pranav,Peroz,Engineer,1985-06-14,1993-06-14
271703,Debatosh,Flowers,Staff,1985-10-23,1993-10-23
271720,Martijn,Cronan,Engineer,1985-09-25,1989-07-02
271752,Yuguang,Lipner,Staff,1985-12-16,1991-12-16
271801,IEEE,Bernardeschi,Engineer,1985-04-14,1993-04-14
271803,Tru,Dichev,Staff,1985-02-11,1990-02-11
271922,Val,Kalefeld,Staff,1985-12-04,1994-12-04
271969,Ranan,Heystek,Engineer,1985-02-22,1993-02-22
271997,Werner,Koshiba,Staff,1985-05-20,1992-09-08
272085,Arie,Swen,Staff,1985-04-22,1993-04-22
272096,Geoffrey,Veevers,Senior Staff,1985-05-04,9999-01-01
272146,Tommaso,Tramer,Engineer,1985-06-05,1991-06-05
272241,Zorica,Litzkow,Engineer,1985-09-13,1990-09-13
272296,Duro,Bennet,Assistant Engineer,1985-12-23,1994-12-23
272434,Shugo,Ishibashi,Engineer,1985-09-15,1990-09-15
272486,Anneke,Gide,Engineer,1985-10-01,1992-10-01
272520,Shigehito,Gomatam,Technique Leader,1985-03-27,9999-01-01
272543,Feiyu,Karunanithi,Engineer,1985-10-20,1992-10-20
272544,Yefim,Malinowski,Staff,1985-07-13,1990-07-13
272577,Mark,Glinert,Senior Engineer,1985-04-27,9999-01-01
272657,Vincent,Rusmann,Engineer,1985-07-30,1991-07-30
272676,Danny,Hebden,Staff,1985-09-11,1994-09-11
272685,Emdad,Trachtenberg,Staff,1985-05-11,1994-05-11
272727,Adam,Shiratori,Technique Leader,1985-03-25,9999-01-01
272781,Kwan,Shinomoto,Engineer,1985-10-24,1991-10-24
272837,Leaf,Thombley,Engineer,1985-02-09,1990-02-09
272848,Kazuhira,Silva,Staff,1985-03-07,1990-03-07
272873,Vitaly,Thibadeau,Senior Engineer,1985-07-09,9999-01-01
272876,Aamer,Standera,Staff,1985-12-30,1991-12-30
272902,Junsik,Shumilov,Staff,1985-09-15,1991-09-15
272991,Heejo,Gerlach,Engineer,1985-08-13,1991-08-13
272995,Yuping,Lampe,Senior Staff,1985-06-18,9999-01-01
273003,Pantung,Rotem,Staff,1985-07-13,1992-07-13
273013,Taisook,Rodiger,Staff,1985-06-12,1990-06-12
273037,Hongzue,Bernini,Staff,1985-04-24,1993-04-24
273092,Snehasis,Hoogerwoord,Senior Engineer,1985-07-08,9999-01-01
273208,Uta,Delgrange,Engineer,1985-09-17,1993-09-17
273213,Masako,Sommen,Senior Staff,1985-05-06,9999-01-01
273322,Jaana,Lagarias,Senior Staff,1985-03-23,9999-01-01
273360,Kellie,Bade,Senior Engineer,1985-05-04,9999-01-01
273367,Shalesh,Munawer,Engineer,1985-02-03,1990-02-03
273561,Susanne,McAffer,Engineer,1985-11-09,1991-11-09
